baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000033295.14	4477.4543423276	1.12788186893815	0.129470183244352	8.7115182868744	2.99831409602946e-18	4.44503309665043e-17
ENSMUSG00000032826.19	711.929719294415	-1.10130947494116	0.126453500605016	-8.70920512023751	3.06013081950392e-18	4.53275259709044e-17
ENSMUSG00000038252.13	1183.59717414382	0.916223727878327	0.10522161671355	8.70756177765834	3.1048101022419e-18	4.59495794128679e-17
ENSMUSG00000007946.11	58.4807123522957	6.11762475996588	0.702703248753355	8.70584385488324	3.15220565624014e-18	4.66107231880829e-17
ENSMUSG00000018427.8	673.076941994918	0.975427188602896	0.112045870212034	8.70560589834333	3.15882668299371e-18	4.66683255331331e-17
ENSMUSG00000027306.15	565.265327939726	1.32508152268718	0.152361077442842	8.69698183372508	3.40827977124754e-18	5.0310322864717e-17
ENSMUSG00000043822.18	1158.46868685982	-1.24242309830732	0.142861936742088	-8.69666985230853	3.41765938980581e-18	5.04053244889276e-17
ENSMUSG00000049881.13	394.46472169025	1.21565312164743	0.139823290791156	8.69421049074837	3.49249703407716e-18	5.14647389969907e-17
ENSMUSG00000021458.17	2110.30237206325	-0.799632894083229	0.0920270475019982	-8.68910734168524	3.65298382863986e-18	5.37833552001722e-17
ENSMUSG00000014329.14	900.942589898256	-0.973754544150281	0.112116917193316	-8.68517052133445	3.78174642639339e-18	5.5631309329153e-17
ENSMUSG00000023827.8	1088.92962818894	0.914071767944845	0.105276426212918	8.68258736382416	3.86865848235706e-18	5.6860977848412e-17
ENSMUSG00000056596.8	218.457791458533	-1.46949367692891	0.169257048926908	-8.68202350357352	3.88789054169786e-18	5.70946395758941e-17
ENSMUSG00000026090.16	42.7661401369066	4.78202766216651	0.551160785543733	8.67628428508194	4.08909250951749e-18	5.9997884353443e-17
ENSMUSG00000032718.4	119.393142823956	2.17659395670826	0.250906332798542	8.67492634574469	4.13818227596526e-18	6.06554824174296e-17
ENSMUSG00000074884.12	616.432355811513	-1.08035663756399	0.124538955685397	-8.6748490190742	4.14099509116248e-18	6.06554824174296e-17
ENSMUSG00000021913.8	627.153039756481	-0.979290786014879	0.112914957870292	-8.67281717573518	4.21558507400075e-18	6.16952677112093e-17
ENSMUSG00000037824.6	810.017963017043	1.19216487964843	0.137499352723371	8.67033084909781	4.30866586915547e-18	6.30036598441922e-17
ENSMUSG00000032532.7	140.868030578102	-2.13291322871728	0.246035644380997	-8.6691228585333	4.35461896677278e-18	6.36212803481657e-17
ENSMUSG00000043441.5	80.5747322757355	-2.43322539562109	0.280741700717121	-8.66713206269575	4.43140864278939e-18	6.46879882271805e-17
ENSMUSG00000039126.10	468.847772886573	-1.03095236842082	0.118962461114645	-8.66619905776228	4.46785539137689e-18	6.51644700737193e-17
ENSMUSG00000022150.16	2087.07364613444	-0.905628160589611	0.104524961530923	-8.66422859502023	4.5458044398013e-18	6.6244944189547e-17
ENSMUSG00000031688.4	120.021544492346	10.3473554366744	1.19459754405223	8.66179198860134	4.6440520807911e-18	6.76191358668249e-17
ENSMUSG00000004568.13	1548.54603530907	0.865490879179438	0.100000483551226	8.65486694107922	4.93487032122863e-18	7.17925102042462e-17
ENSMUSG00000045328.11	958.734296038108	1.25070327788792	0.144516908538863	8.65437332235478	4.95627317756319e-18	7.20426703051056e-17
ENSMUSG00000020220.16	2305.24180064806	0.825255061592048	0.0954154459015937	8.64907200080762	5.19198982382868e-18	7.5404954837505e-17
ENSMUSG00000017639.13	90.5164641990967	2.13139786229911	0.246456809769207	8.64815974975513	5.23365328655882e-18	7.59456315472429e-17
ENSMUSG00000039187.16	204.811825009624	1.52795241705806	0.176726633138175	8.64585257991884	5.34050269762277e-18	7.74305060892419e-17
ENSMUSG00000054640.15	326.215370936041	-1.32786227270091	0.153586170237161	-8.64571510996389	5.34693672920477e-18	7.74582044113141e-17
ENSMUSG00000027293.13	1029.02776949228	0.816861819520114	0.0945078466285722	8.64332273626427	5.46014058764387e-18	7.90312656654488e-17
ENSMUSG00000042529.14	218.301234051959	10.252074685389	1.18745625929043	8.63364406493186	5.94277264216452e-18	8.59443377971141e-17
ENSMUSG00000026114.14	53.2236511403491	5.97481936587312	0.692377436111829	8.62942530222505	6.16610057008406e-18	8.90988523726154e-17
ENSMUSG00000028369.15	4761.95651476207	-1.54019153331695	0.178510985006964	-8.62799302382914	6.24378867455014e-18	9.01453570609799e-17
ENSMUSG00000033214.10	229.926473535407	-1.34589830343504	0.156057740335285	-8.62436108932131	6.44514594438721e-18	9.29740808809959e-17
ENSMUSG00000036103.9	4112.06499602286	-0.916583037354993	0.106381948612861	-8.61596397985312	6.93555613294868e-18	9.99642488758251e-17
ENSMUSG00000021250.13	3730.06825891906	1.1009956009433	0.127786982545339	8.61586664786193	6.94145119139041e-18	9.9965070437492e-17
ENSMUSG00000045467.13	49.8467520901242	3.17038527114703	0.368217336958192	8.61009233660012	7.30017512718277e-18	1.05042772019118e-16
ENSMUSG00000052430.15	108.097584690039	-1.9735270376543	0.229338047736587	-8.60531890426245	7.61048683589508e-18	1.09415924509682e-16
ENSMUSG00000016382.15	8945.59225622637	-0.897637226757846	0.104315907641527	-8.60498889433529	7.63241498798295e-18	1.09639129059758e-16
ENSMUSG00000032586.9	172.898357470033	1.54532757671588	0.179587442916396	8.60487543906554	7.63996813987111e-18	1.09655636595987e-16
ENSMUSG00000024661.7	10155.0516863407	-1.08622864216093	0.126242674111282	-8.60429050483697	7.67902667548412e-18	1.10123931125892e-16
ENSMUSG00000035683.13	363.766100306705	1.38239986566314	0.160716837087985	8.60146261406539	7.8706541447791e-18	1.12777582360713e-16
ENSMUSG00000054662.8	224.98703454803	10.294156812178	1.19696472178675	8.60021738720214	7.95652447845562e-18	1.13912682813207e-16
ENSMUSG00000027227.7	275.248679298668	-1.29426828670293	0.150563071023312	-8.59618681995758	8.24086061013383e-18	1.17884925837361e-16
ENSMUSG00000020566.19	56.866345213905	6.0696176362059	0.706356853918902	8.5928487881605	8.48391551387551e-18	1.21260505295568e-16
ENSMUSG00000038518.15	624.601456439855	1.02027860106216	0.118759948872891	8.59110003620969	8.61405929046617e-18	1.23017962661094e-16
ENSMUSG00000020827.18	1887.49321065495	0.820873560174747	0.0955668883316542	8.58951855088132	8.73345049262805e-18	1.24619060654392e-16
ENSMUSG00000026208.9	90.7680272910682	-2.07990285671492	0.242171854699553	-8.58854080832526	8.80807872776204e-18	1.25579293967918e-16
ENSMUSG00000019975.12	2013.23594113818	-0.942274568816632	0.109746935150637	-8.58588504110192	9.0139770317142e-18	1.28407927382731e-16
ENSMUSG00000066838.7	164.174569960676	1.52446261425917	0.177577757344425	8.58476104809886	9.10254283227655e-18	1.29561796273542e-16
ENSMUSG00000012123.17	82.806710487708	7.36372237971017	0.857905721859423	8.58337016770334	9.21332789192825e-18	1.31029745426485e-16
ENSMUSG00000010175.13	48.1221629772973	3.52881483557992	0.411241812426928	8.58087560395367	9.41536601533692e-18	1.3379196039885e-16
ENSMUSG00000008604.11	1628.83011962667	0.901456288468379	0.105136952121871	8.57411471680711	9.98518631135987e-18	1.41771430521903e-16
ENSMUSG00000051378.10	332.744204738119	1.44511003106986	0.168550868026047	8.57373235744205	1.0018410028294e-17	1.42125298189294e-16
ENSMUSG00000026768.10	613.774652197572	-1.2267213169908	0.143112559948347	-8.5717236658582	1.01947481475806e-17	1.44507179247535e-16
ENSMUSG00000052446.17	234.978800525479	1.47555133975045	0.172153934932374	8.5711159627579	1.02486979366336e-17	1.45151740917268e-16
ENSMUSG00000020451.17	2101.47473379162	0.841333937034311	0.0982181936593195	8.56596833731813	1.0717133483034e-17	1.51660724487597e-16
ENSMUSG00000030722.7	166.431154790887	1.68406041070324	0.196619032502048	8.56509356837414	1.07988116625053e-17	1.52690381583053e-16
ENSMUSG00000026674.9	8435.91880441601	-0.914571990127131	0.10687593314694	-8.55732402232891	1.15517519097184e-17	1.63201854744314e-16
ENSMUSG00000027985.14	48.2324058056441	3.33905343736347	0.390216120337826	8.55693361533274	1.15909233714571e-17	1.63620264542011e-16
ENSMUSG00000062826.7	52.1604445460261	5.93869322672065	0.694191776126003	8.5548308564847	1.18041687310528e-17	1.66493229968548e-16
ENSMUSG00000046668.9	650.795552807261	-0.937913272621098	0.109638839215855	-8.554571348339	1.18307529524997e-17	1.66730850045805e-16
ENSMUSG00000020111.15	2743.35377373592	0.833504478973041	0.0974379260760046	8.55420997284858	1.18678709962342e-17	1.67116410418189e-16
ENSMUSG00000026991.20	940.780983297305	0.826448545748798	0.0966219095738155	8.55342798951228	1.19485848903873e-17	1.68114723975432e-16
ENSMUSG00000026586.16	9609.2307962856	-0.923915828701424	0.108025139799156	-8.55278530922711	1.20153257253023e-17	1.68914960914902e-16
ENSMUSG00000070473.4	84.905322232537	7.40715544024692	0.866156125511427	8.55175553468877	1.21230331701013e-17	1.70289333036624e-16
ENSMUSG00000024747.3	115.258070030969	-1.98199289909704	0.231933267563844	-8.54553087582166	1.27946748611502e-17	1.79576407907766e-16
ENSMUSG00000027775.9	2615.65069942113	-0.75094725552856	0.0878945196048933	-8.54373240680131	1.29954771611698e-17	1.82245336143088e-16
ENSMUSG00000027208.14	1031.4018036758	-1.20918466829916	0.14153207981522	-8.54353776103509	1.30173953373552e-17	1.82403322718112e-16
ENSMUSG00000036285.10	382.033591691081	1.0954140618494	0.12823338790838	8.54234672979273	1.31523087242084e-17	1.84143076275241e-16
ENSMUSG00000030934.9	3364.094552974	-0.743796869394272	0.0870814057772248	-8.54139713014147	1.32608619038858e-17	1.8551122416686e-16
ENSMUSG00000022868.6	153.193271294079	8.8440952667422	1.0356718665582	8.53947621087107	1.34831614942618e-17	1.88467081033669e-16
ENSMUSG00000022982.10	2129.3927932439	0.692415289306179	0.0811126684940224	8.53646294915333	1.38393030805008e-17	1.9328742793427e-16
ENSMUSG00000025330.6	157.600049309192	8.88441572219209	1.04145348650674	8.53078494363903	1.45358032247437e-17	2.02849681024683e-16
ENSMUSG00000013622.15	673.351426317366	-0.901823175309401	0.105773231615904	-8.52600569664174	1.51487807207923e-17	2.11231736386096e-16
ENSMUSG00000027242.14	167.356528517158	1.65694811161505	0.194382534884897	8.52416145615243	1.53920801784495e-17	2.14449624813337e-16
ENSMUSG00000042680.8	474.630856954222	1.00131367158515	0.11752329333958	8.52012944099411	1.59375097050359e-17	2.21868275349048e-16
ENSMUSG00000029780.14	545.175622889827	1.28215072429281	0.150573903770134	8.51509253721777	1.66457327203934e-17	2.3153930249496e-16
ENSMUSG00000074358.9	298.750194415192	1.54372287461201	0.181348908153357	8.51244647862209	1.70301377529669e-17	2.36694033071471e-16
ENSMUSG00000044350.14	385.259467205309	-1.13765537592008	0.133681596065448	-8.51018696218371	1.73653118824951e-17	2.41156719678802e-16
ENSMUSG00000022948.16	149.659495919999	1.66201693624759	0.195391240950555	8.50609744921049	1.79885782952889e-17	2.49609745664694e-16
ENSMUSG00000024580.8	679.727541673636	1.13605230381831	0.133574238591692	8.5050254884176	1.81555701898131e-17	2.51722937943458e-16
ENSMUSG00000032400.18	436.427333187731	1.18105994927131	0.138891542600008	8.50346916134868	1.84007433752381e-17	2.54915800011491e-16
ENSMUSG00000019851.8	4873.89912000692	1.03245004725671	0.121418218361225	8.50325479315732	1.84347684510843e-17	2.55180711550458e-16
ENSMUSG00000022474.15	1602.54361940416	0.929440312761337	0.109318789267436	8.50210946342963	1.8617612774306e-17	2.57503540819419e-16
ENSMUSG00000034591.5	483.204536041255	-1.08684609475395	0.127877129167683	-8.49914368447218	1.90994373409874e-17	2.63954532356519e-16
ENSMUSG00000001583.13	81.1643266834424	7.33507384165491	0.863938013838288	8.49027791828117	2.06143528234602e-17	2.84660938222668e-16
ENSMUSG00000026039.9	194.818528713451	1.77720104089054	0.209344703879927	8.48935276580909	2.07791085389472e-17	2.86704815078479e-16
ENSMUSG00000042644.9	6553.36556863189	0.94535501369406	0.111373499010714	8.48815043157727	2.09951688550161e-17	2.89452718441579e-16
ENSMUSG00000022382.15	47.1358925842765	5.53634272505142	0.652343360067281	8.48685380116449	2.12306587771751e-17	2.92463853774392e-16
ENSMUSG00000038943.16	1034.7580471761	1.18977844989281	0.140209124757899	8.48574193689049	2.14346661941789e-17	2.9503680807309e-16
ENSMUSG00000027188.8	545.599453315964	-1.09653088684041	0.129228659010399	-8.48519898942987	2.15349890939283e-17	2.96179613056493e-16
ENSMUSG00000052911.9	5049.94120132744	-1.38002619985312	0.162681795495995	-8.48297866178333	2.19500926718036e-17	3.01646417993012e-16
ENSMUSG00000026131.20	8080.0085386426	0.858515820285643	0.101248905753701	8.47926023392364	2.26630264942216e-17	3.11194067891385e-16
ENSMUSG00000035473.10	249.304208134237	-1.23727213089393	0.145946235654405	-8.47758851296268	2.29909440618054e-17	3.1544385830953e-16
ENSMUSG00000035397.8	669.477073800089	1.2782953568036	0.15089574766754	8.47138091405991	2.42500820292595e-17	3.32453286298647e-16
ENSMUSG00000015354.8	678.49067057626	0.95034560504925	0.112204869360485	8.46973585429732	2.45950133553814e-17	3.36912330947356e-16
ENSMUSG00000019942.13	1055.50808571106	0.838878623047997	0.0990633724029205	8.46810079951676	2.49426423118661e-17	3.4140117050846e-16
ENSMUSG00000027296.7	50.7733184116329	5.91074701771307	0.698115724021891	8.46671520827645	2.52410240780651e-17	3.45209309336029e-16
ENSMUSG00000052056.14	571.354492778433	0.946402053461418	0.111787789944503	8.46605925326244	2.53835070003832e-17	3.46880918090632e-16
ENSMUSG00000023959.10	105.300688854506	1.99847193330753	0.236188264201961	8.46135154115306	2.642963714673e-17	3.60888897020301e-16
ENSMUSG00000027376.15	193.985040348695	10.0819159957208	1.19189750101963	8.4587105746057	2.70350090871857e-17	3.68860924780781e-16
ENSMUSG00000027379.13	520.784711400228	1.27860695490548	0.151185855212025	8.45718637575149	2.7390596062382e-17	3.73414949344082e-16
ENSMUSG00000038143.16	766.516455915602	-1.00909589941431	0.119323252089895	-8.45682531895868	2.74755022303928e-17	3.74274482649973e-16
ENSMUSG00000032902.1	1827.06695357732	0.890687531057329	0.105327689286178	8.45634739633669	2.75882900264099e-17	3.75512154310188e-16
ENSMUSG00000051065.9	409.510978557594	1.17561370484102	0.139136363657979	8.44936344413085	2.92895358388024e-17	3.98351645883886e-16
ENSMUSG00000028678.13	423.119901078718	1.13589723087563	0.134453595473594	8.44824734418287	2.95708376345497e-17	4.01858295886027e-16
ENSMUSG00000052544.9	45.0748134892701	3.56299898397072	0.422031186544602	8.44250163866543	3.1061706876522e-17	4.21783986397055e-16
ENSMUSG00000026200.13	389.906455399367	-1.05507104293034	0.125035669496917	-8.43816046393354	3.22370863547001e-17	4.37397487837979e-16
ENSMUSG00000049904.7	124.358712235628	1.7932213119978	0.212678685317958	8.43159863113178	3.40974730214437e-17	4.62273183330309e-16
ENSMUSG00000036160.13	594.790965267192	0.956638023798615	0.113468386086355	8.4308771526068	3.43083770061357e-17	4.64764509079162e-16
ENSMUSG00000029641.8	86.970411130463	-2.03038339643538	0.240963934728768	-8.42608832197567	3.57412443820182e-17	4.83792353797073e-16
ENSMUSG00000000486.13	74.7825292203055	2.20769873768246	0.262025309445326	8.42551714701101	3.59160379583904e-17	4.85774342781611e-16
ENSMUSG00000031591.14	6227.4056933862	-0.908066554063691	0.107787090668187	-8.42463182218259	3.61886369738764e-17	4.89075004659578e-16
ENSMUSG00000037335.13	108.627800243345	10.2102748608136	1.21204130076974	8.42403213019992	3.63744456700783e-17	4.911984489028e-16
ENSMUSG00000049598.9	83.2973119648545	7.37488647634875	0.875571055733786	8.422944577774	3.67138171893904e-17	4.95390616023587e-16
ENSMUSG00000008206.16	313.399700352153	-1.20883276125186	0.143596037530006	-8.41828773303905	3.82026584106583e-17	5.15074110209214e-16
ENSMUSG00000072949.6	79.2262550179724	2.46690831521508	0.293045108728915	8.41818628509212	3.82357465116341e-17	5.15114624326287e-16
ENSMUSG00000019467.15	1970.84102396111	-0.828211771960087	0.0984133196224425	-8.41564714143855	3.9073180536881e-17	5.25982759695765e-16
ENSMUSG00000024304.14	903.796854065138	-0.877544010702816	0.10430560586484	-8.41320083831302	3.98970978216985e-17	5.366520078562e-16
ENSMUSG00000021175.15	189.173052585251	1.51494833470614	0.180151418269574	8.40930562333518	4.12445122955433e-17	5.54340489824637e-16
ENSMUSG00000042082.7	1046.50076843038	-0.889248927207627	0.105760764685821	-8.4081174133837	4.16643959478231e-17	5.59544668089863e-16
ENSMUSG00000020914.17	3169.88296799475	0.946220560554416	0.112550394274312	8.40708348162917	4.20331904393373e-17	5.64055109633835e-16
ENSMUSG00000025810.9	2604.85611851307	-0.823777814263684	0.0979922747506103	-8.40655874516836	4.22215893127627e-17	5.661396036041e-16
ENSMUSG00000079620.13	182.483303683515	9.98785278100652	1.18846463998853	8.40399658933304	4.31535233786602e-17	5.78182927083566e-16
ENSMUSG00000058454.15	710.285488276232	1.2224965626003	0.145523941927354	8.40065590863782	4.43991625589973e-17	5.94407240420415e-16
ENSMUSG00000050965.14	1519.74413368318	-0.907097141035042	0.108017150583659	-8.39771403090748	4.55254244684051e-17	6.09009252478516e-16
ENSMUSG00000064080.12	42164.5299589808	-0.938160446818436	0.111720331333084	-8.39740122163975	4.56468245946981e-17	6.10156578871987e-16
ENSMUSG00000026304.13	42.0897592670674	3.98217314197347	0.474601391505134	8.39056356186514	4.8381726823986e-17	6.46209288929105e-16
ENSMUSG00000041498.13	297.570753354266	1.33504297712036	0.159195228631162	8.38619969078036	5.02110141531445e-17	6.70119404009582e-16
ENSMUSG00000058571.11	1086.8676647479	-0.9737272113442	0.116112301274861	-8.3860814112985	5.02615336190816e-17	6.70271215077519e-16
ENSMUSG00000070780.11	57.1229738171165	2.58360558897686	0.308148512759241	8.38428706289246	5.10341125856321e-17	6.80044443427064e-16
ENSMUSG00000024548.11	1492.40827794943	-1.127836458885	0.134541133317702	-8.38283750904456	5.16667793871883e-17	6.87939551669382e-16
ENSMUSG00000028035.13	1481.40261923722	-1.13199375525583	0.135047126392462	-8.38221282818066	5.19418046529236e-17	6.91064118937071e-16
ENSMUSG00000039208.15	307.171742293632	-1.28918133251197	0.15380759378607	-8.38177947380856	5.21334433189503e-17	6.9307527170061e-16
ENSMUSG00000036990.13	1954.78720499672	0.792839730746171	0.09460574080726	8.38046110078479	5.27207546873912e-17	7.00339396828704e-16
ENSMUSG00000001707.8	666.031795073274	0.967081587545261	0.115521345462778	8.37145363630534	5.691176370997e-17	7.5542645736885e-16
ENSMUSG00000019894.14	131.74352290015	1.8822520566658	0.224914905740522	8.36872972233019	5.82426682804709e-17	7.72493577820685e-16
ENSMUSG00000044433.16	42.0345818029614	4.76190996466816	0.569021652152297	8.36859185701715	5.83108393726552e-17	7.72799150602148e-16
ENSMUSG00000035357.17	998.682206769332	-0.964729869711115	0.115288945551471	-8.36793037785575	5.86390211706322e-17	7.76547532486261e-16
ENSMUSG00000036492.12	47.9532355252231	3.10953240679952	0.371612863722878	8.36766622029096	5.87705869325677e-17	7.77688377161018e-16
ENSMUSG00000030956.15	1027.58016075461	1.0002954759134	0.119548290484889	8.36729217838404	5.89573795886424e-17	7.79557691657393e-16
ENSMUSG00000026622.15	315.686250435192	1.19670896991675	0.143025900734868	8.36707871628884	5.90642426586175e-17	7.80368076422459e-16
ENSMUSG00000082082.1	125.586904709444	7.22174629823253	0.863255947101755	8.36570697540909	5.97555342736166e-17	7.88892839912982e-16
ENSMUSG00000026425.15	2047.86137122035	0.740872741514884	0.0886659436662814	8.35577574523271	6.50040981379462e-17	8.57523245312829e-16
ENSMUSG00000037239.8	1182.15142731328	0.774890425522071	0.092755010833168	8.35416241733627	6.58986229765802e-17	8.68654442823697e-16
ENSMUSG00000035305.5	221.366216430136	-1.34055292640381	0.160478990283918	-8.35344816185667	6.62985154958152e-17	8.73253446796033e-16
ENSMUSG00000022419.16	323.397568583267	1.23182472953103	0.147555382964622	8.34821952802884	6.92996800913395e-17	9.12007965179319e-16
ENSMUSG00000031673.6	10253.5855451111	-0.944464341435263	0.113134725971637	-8.34813832202182	6.93473322819292e-17	9.12007965179319e-16
ENSMUSG00000020091.15	2547.50705172825	0.778439910250333	0.0932690102474226	8.34617959583038	7.05065658127004e-17	9.26541770077412e-16
ENSMUSG00000046434.16	4193.85245504678	0.82478567402934	0.0988538824498668	8.34348286166328	7.21338999787903e-17	9.47199976485297e-16
ENSMUSG00000007888.15	1532.60176422673	-1.15184656540223	0.138116683667034	-8.33966277512898	7.45026947150577e-17	9.77555280924087e-16
ENSMUSG00000032366.15	17899.758108335	-0.734204583895909	0.0880508470408167	-8.33841591047458	7.5292343526814e-17	9.87159876117638e-16
ENSMUSG00000021367.8	62.344200160101	-2.72712561870306	0.327083975806886	-8.33769252063019	7.57542492307811e-17	9.92456013449629e-16
ENSMUSG00000024077.15	1682.89053270908	0.89628591554878	0.107505109214556	8.33714715604816	7.61043271093137e-17	9.96280117043408e-16
ENSMUSG00000024270.11	2018.46972770185	-0.741069575878056	0.0888930136898796	-8.33664587482004	7.642751416719e-17	9.99746619621691e-16
ENSMUSG00000020520.14	1113.99707417146	-1.05756156164994	0.126862482691674	-8.33628303034418	7.66622920610529e-17	1.00205223432169e-15
ENSMUSG00000034023.16	204.269278145479	1.35139390984293	0.162180254134753	8.33266612543398	7.90418334572852e-17	1.03236713523196e-15
ENSMUSG00000022111.9	481.359810956817	1.25008587457467	0.15002753667691	8.33237619082406	7.92357031548062e-17	1.03411047646322e-15
ENSMUSG00000019872.13	949.861981494423	0.841795777755246	0.101074642929303	8.32845660749988	8.1903079869831e-17	1.06810848180588e-15
ENSMUSG00000007021.5	51.6541918582289	3.22590593874836	0.387606757877332	8.32262563329527	8.60358521444253e-17	1.12115060598858e-15
ENSMUSG00000034453.8	870.967029187974	0.84747149591799	0.101839280227682	8.32165637878921	8.67424766939483e-17	1.12949918511823e-15
ENSMUSG00000026764.15	295.643669058329	1.28516047000091	0.154554238708326	8.31527158841799	9.15423907382964e-17	1.19019009613656e-15
ENSMUSG00000043029.2	48.1673381482988	5.82386381228247	0.700376720413926	8.31533036797759	9.149702922405e-17	1.19019009613656e-15
ENSMUSG00000000028.15	248.19154327459	1.26329985291947	0.151944207338703	8.31423504091479	9.23459713548387e-17	1.1997269100978e-15
ENSMUSG00000018672.15	1092.35764744549	-0.862811698626862	0.103867907754454	-8.30681696859213	9.83034008097068e-17	1.27615552089811e-15
ENSMUSG00000022146.12	3324.41348765496	-0.858808883265676	0.103393400419879	-8.3062253468603	9.87945297133531e-17	1.28155964566799e-15
ENSMUSG00000054293.10	194.661569444472	-1.45598610098151	0.175377723840797	-8.3020013551049	1.02372039202569e-16	1.3269617163252e-15
ENSMUSG00000015880.13	447.562626126641	1.17450413931545	0.141491405759864	8.30088677830222	1.03337139300112e-16	1.33845827249306e-15
ENSMUSG00000052997.15	2442.61378901299	0.729258718757668	0.0878617011950106	8.3000751048408	1.0404559894117e-16	1.34661586596346e-15
ENSMUSG00000025082.8	88.9851266971267	9.92088420188582	1.19583707253897	8.29618384452832	1.07509115981953e-16	1.39039168652491e-15
ENSMUSG00000000915.15	336.21141651955	1.20829835803535	0.145661323913189	8.29525865600036	1.08349189543089e-16	1.40019862078967e-15
ENSMUSG00000034858.16	546.479589441658	-0.97779714055849	0.117880478126551	-8.29481824385518	1.087513556198e-16	1.40433594440259e-15
ENSMUSG00000025161.16	824.77588025467	1.53229189154771	0.184738902745862	8.294365013392	1.09166763642573e-16	1.40863790041581e-15
ENSMUSG00000054162.15	110.61544063312	2.26619703903292	0.27323264284861	8.29402012660892	1.09483917300683e-16	1.41166650296657e-15
ENSMUSG00000024620.11	3213.24544403172	-1.18448688464391	0.142920978278814	-8.28770484857149	1.15454646087132e-16	1.48753190741156e-15
ENSMUSG00000023048.13	2167.91057310775	1.10986653117463	0.133948168635398	8.28579100768185	1.17326654584928e-16	1.51051451613363e-15
ENSMUSG00000031848.15	762.109222375702	1.29872537047711	0.156766705496336	8.28444640949267	1.18659730985768e-16	1.52652935662608e-15
ENSMUSG00000027082.15	645.199558459226	-1.30603925120951	0.157656518474268	-8.28408025147835	1.19025331384064e-16	1.5300831451121e-15
ENSMUSG00000034917.8	172.217223856945	9.91049101075622	1.19737144805467	8.27687266708878	1.26452316102291e-16	1.62433834104991e-15
ENSMUSG00000029761.16	22744.1032938684	-0.975328256885446	0.117917568468862	-8.2712717837546	1.32537530406576e-16	1.70122948512129e-15
ENSMUSG00000060703.12	434.8404647951	-1.16387451322057	0.140769210525922	-8.26796221185209	1.36268066684662e-16	1.74780382460035e-15
ENSMUSG00000045775.15	44.2762410633329	3.13971192061142	0.379851680503571	8.2656259844608	1.38963598254901e-16	1.78104318332236e-15
ENSMUSG00000028099.8	763.534637791027	0.84636913433541	0.102403967413612	8.26500335594325	1.39690813780006e-16	1.78902453579285e-15
ENSMUSG00000038375.15	1997.18793156659	-0.778106216220853	0.0941815144978404	-8.2617721786444	1.43525440807342e-16	1.83676092895674e-15
ENSMUSG00000025280.8	835.70870381945	0.902678010204105	0.109327878641144	8.25661323921813	1.49864044440795e-16	1.91644662655693e-15
ENSMUSG00000021939.8	16660.3387795485	-0.801377433560358	0.0970794955884172	-8.25485782247896	1.52083174767054e-16	1.94337328472856e-15
ENSMUSG00000018593.13	55626.093613057	-0.817256621391148	0.0990699405685212	-8.24928950902011	1.59338995814276e-16	2.03457242753755e-15
ENSMUSG00000027533.10	489.717599883623	1.10713876389888	0.134238732835033	8.24753586775473	1.61693975360852e-16	2.06310427727562e-15
ENSMUSG00000079012.11	147.7448965444	-1.79114149014753	0.217261039889023	-8.24419090998756	1.66281491945225e-16	2.1200580689338e-15
ENSMUSG00000020075.8	4326.4171972219	0.886561640557464	0.107571557159292	8.24159902458831	1.69924211832258e-16	2.16489008869327e-15
ENSMUSG00000024713.16	139.819560470965	-1.620975745624	0.196918586266243	-8.23170517501264	1.845670603037e-16	2.34969648593328e-15
ENSMUSG00000028693.15	1203.30128929408	1.44191494622783	0.175253635256292	8.22758936851248	1.91018606587756e-16	2.43002347741616e-15
ENSMUSG00000025665.16	173.417978924383	1.7883097988074	0.217389882328197	8.22627888499226	1.93119081398251e-16	2.45492058706923e-15
ENSMUSG00000050010.8	160.493310464186	9.80308642567411	1.19193820559076	8.22449215881574	1.96019617000439e-16	2.48994354740246e-15
ENSMUSG00000031765.8	1817.61944724783	-1.54883381232464	0.188393563701901	-8.22126712765723	2.0136419029887e-16	2.55593701296334e-15
ENSMUSG00000061288.13	1378.31707027397	0.880939249515148	0.107212036229545	8.21679431243174	2.09015107567576e-16	2.65108569398489e-15
ENSMUSG00000011008.13	39.8100365057963	3.89479943464239	0.474197868507998	8.21344778899339	2.14926202938351e-16	2.72404246699732e-15
ENSMUSG00000030782.17	1511.38849513525	-1.11251937720272	0.135568147205333	-8.20634787844141	2.28018125908403e-16	2.88783607243312e-15
ENSMUSG00000027074.14	350.585734826586	1.09256658243519	0.13333440657161	8.19418341092931	2.52300101335919e-16	3.19300416494823e-15
ENSMUSG00000015850.11	1343.0594127674	-1.14851170015351	0.140181689498583	-8.19302224321619	2.54747073140202e-16	3.22159094045766e-15
ENSMUSG00000040133.2	556.279073075767	-1.00007431014122	0.122075808938444	-8.19223987813594	2.56408955792369e-16	3.24021442806843e-15
ENSMUSG00000027827.17	106.954553630139	-1.78072063014651	0.217427073054406	-8.18996735379375	2.61297044156177e-16	3.29954962174499e-15
ENSMUSG00000026697.10	45.3816584095844	5.74828468909921	0.702000674612978	8.18843185908378	2.64651699549986e-16	3.33944808503642e-15
ENSMUSG00000025557.10	83.6105124119734	9.82700355613844	1.20081764455836	8.18359357115599	2.75502168116426e-16	3.47380237456375e-15
